,Unnamed: 0,Name,District,Price,address,loc,lat,long
1218,1218,"Florient Rise 4 Rooms 2 Living Rooms
Flat A Higher Floor Tower 1",Olympic,"$30
M",Florient Rise Tower Hong Kong,"第一座 Tower 1, 振榮街 Chun Wing Street, 大角咀 Tai Kok Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.318329,114.16142474123015
1219,1219,"Rambler Crest
Flat B Higher Floor Tower 2",Tsing Yi,"$7.13
M",Rambler Crest Tower Hong Kong,,0.0,0.0
1220,1220,"East Point City 2 Rooms 2 Living Rooms
Flat B Lower Floor Block 8",Hang Hau,"$8.2
M",East Point City Hong Kong,"東港城 East Point City, 名成街 Ming Shing Street, 坑口 Hang Hau, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.316333649999997,114.26551561779456
1221,1221,"The Visionary 3 Rooms 1 Living Room
Flat D Middle Floor Tower 01",Tung Chung,"$14
M",The Tower Hong Kong,"中銀大廈 Bank of China Tower, 1, 花園道 Garden Road, 政府山 Government Hill, 中環 Central, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27924025,114.16158323704731
1222,1222,"Caribbean Coast Phase 1 2 Rooms 2 Living Rooms
Flat E Middle Floor Block 5",Tung Chung,"$6
M",Caribbean Coast Hong Kong,"映灣園 Caribbean Coast, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.29235815,113.94900262786945
1223,1223,"Tung Fat Building
Flat C Middle Floor",Yuen Long,"$4.7
M",Tung Fat Building Hong Kong,"同發大樓 Tung Fat Building, 堅尼地城 Kennedy Town, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.28401565,114.12894795015549
1224,1224,"The Astoria 2 Rooms 2 Living Rooms
Flat C Middle Floor Block 2",Ho Man Tin,"$12.5
M",The Astoria Hong Kong,"雅士花園 The Astoria, 馬頭圍 Ma Tau Wai, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3239571,114.18443923610674
1225,1225,"The Reach 2 Rooms 1 Living Room
Flat A Higher Floor Tower 05",Yuen Long,"$6.46
M",The Reach Tower Hong Kong,"第一座 Tower 1, 十八鄉路 Shap Pat Heung Road, 大旗嶺 Tai Kei Leng, 禮修村 Fraser Village, 大旗嶺村 Tai Kei Leng Village, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4377681,114.03219031270493
1226,1226,"Yan Shing Court
Flat 3 Higher Floor Yan Choi House ( Block F )",Sheung Shui / Fanling,"$4.98
M",Yan Shing Yan Choi House Hong Kong,,0.0,0.0
1227,1227,"Laguna City Phase 3 2 Rooms 2 Living Rooms
Flat C Higher Floor Block 36",Lam Tin / Yau Tong,"$8.5
M",City Hong Kong,"Hong Kong, 219, Uppingham Road, New Humberstone, North Evington, Leicester, City of Leicester, East Midlands, England, LE5 4DG, United Kingdom",52.6420381,-1.0914654
1228,1228,"Hanford Garden 4 Rooms
Flat E Middle Floor Block 2",Tuen Mun,"$7.3
M",Hanford Garden Hong Kong,"恒福花園 Hanford Garden, 屯門南 Tuen Mun South, 屯門 Tuen Mun, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.382531450000002,113.97707327096589
1229,1229,"One Mayfair 4 Rooms 2 Living Rooms
Flat A Lower Floor Block 3",Kowloon Tong / Beacon Hill,"$53
M",One Mayfair Hong Kong,"逸瓏 One Mayfair, 筆架山 Beacon Hill, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.340056949999997,114.1819506400372
1230,1230,"Tin Chung Court
Flat 1 Higher Floor Block D ( Chung Shui House )",Tin Shui Wai,"$4.88
M",Tin Chung Chung Shui House Hong Kong,,0.0,0.0
1231,1231,"Greenview Court 3 Rooms 2 Living Rooms
Flat A Middle Floor Block 1",Tsuen Wan,"$7.8
M",Greenview Hong Kong,"翠薈 GreenView, 福亨村 Fuk Hang Tsuen, 泥圍村 Nai Wai Village, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.4174679,113.98695992227096
1232,1232,"Jubilee Garden 1 Room 2 Living Rooms
Flat A Higher Floor Block 7",Shatin,"$6.4
M",Jubilee Garden Hong Kong,"銀禧花園 Jubilee Garden, 拔子窩 Pat Tsz Wo, 禾寮坑村 Wo Liu Hang Village, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.39737015,114.20018878014741
1233,1233,"Park Central Phase 2 3 Rooms 2 Living Rooms
Flat G Lower Floor Block 12",Po Lam / Tseung Kwan O Station,"$10.5
M",Park Central Hong Kong,"將軍澳中心 Park Central, 將軍澳市中心 Tseung Kwan O Town Centre, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.307001800000002,114.25722505900667
1234,1234,"City One Shatin Phase 4 2 Rooms 1 Living Room
Flat B Lower Floor Block 42",Shatin,"$5.7
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
1235,1235,"Coastal Skyline Phase 1 1 Room 2 Living Rooms
Flat H Higher Floor Block 1",Tung Chung,"$6.4
M",Coastal Skyline Hong Kong,"藍天海岸 Coastal Skyline, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2919209,113.94573064596155
1236,1236,"Mei Foo Sun Chuen Phase I 3 Rooms
Flat G Lower Floor Broadway 023",Mei Foo,"$6.8
M",Mei Foo Sun Chuen Broadway Hong Kong,"美孚新邨 Mei Foo Sun Chuen, 69-71, 百老匯街 Broadway, 美孚新邨 Mei Foo Sun Chuen, 荔枝角 Lai Chi Kok, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.33585075,114.14091044168826
1237,1237,"Finery Park 3 Rooms 2 Living Rooms
Flat C Middle Floor Block 2",Po Lam / Tseung Kwan O Station,"$8.1
M",Finery Park Hong Kong,"富麗花園 Finery Park, 寶林 Po Lam, 將軍澳村 Tseung Kwan O Village, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.32349815,114.25428471250837
1238,1238,"The Reach
Flat E Middle Floor Tower 05",Yuen Long,"$5.4
M",The Reach Tower Hong Kong,"第一座 Tower 1, 十八鄉路 Shap Pat Heung Road, 大旗嶺 Tai Kei Leng, 禮修村 Fraser Village, 大旗嶺村 Tai Kei Leng Village, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4377681,114.03219031270493
1239,1239,"Hunghom Bay Centre 3 Rooms
Flat 2 Lower Floor Block K",Hung Hom,"$7.8
M",Hunghom Bay Centre Hong Kong,"紅磡灣中心 Hunghom Bay Centre, 紅磡 Hung Hom, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.305605649999997,114.18559884240159
1240,1240,"Lung Fung Garden 3 Rooms
Flat 7 Higher Floor Block B",Sheung Shui / Fanling,"$7.25
M",Lung Fung Garden Hong Kong,"龍豐花園 Lung Fung Garden, 上水市中心 Sheung Shui Town Centre, 上水 Sheung Shui, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.50279575,114.12978580232239
1241,1241,"The Wings Phase 2 4 Rooms 2 Living Rooms
Flat B Higher Floor Block 1A",Po Lam / Tseung Kwan O Station,"$18.8
M",The Wings Hong Kong,"天晉 The Wings, 將軍澳市中心 Tseung Kwan O Town Centre, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.308004500000003,114.25971980305462
1242,1242,"The Wings Phase 2 4 Rooms 2 Living Rooms
Flat B Higher Floor Block 1A",Po Lam / Tseung Kwan O Station,"$18.8
M",The Wings Hong Kong,"天晉 The Wings, 將軍澳市中心 Tseung Kwan O Town Centre, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.308004500000003,114.25971980305462
1243,1243,"Lung Fung Garden 3 Rooms
Flat 7 Higher Floor Block B",Sheung Shui / Fanling,"$7.25
M",Lung Fung Garden Hong Kong,"龍豐花園 Lung Fung Garden, 上水市中心 Sheung Shui Town Centre, 上水 Sheung Shui, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.50279575,114.12978580232239
1244,1244,"Ming Yuen Mansions Phase 2 2 Rooms 2 Living Rooms
Flat 44 Higher Floor",North Point / Fortress Hill,"$10.38
M",Ming Yuen Mansions Hong Kong,"明園 Ming Yuen Mansions, 北角 North Point, 東區 Eastern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2891939,114.19980027239808
1245,1245,"Classical Gardens Phase 2 3 Rooms 2 Living Rooms
Flat B Middle Floor Block 06",Tai Po,"$10
M",Classical Gardens Hong Kong,"御峰豪園 Grand Dynasty View, 馬窩 Ma Wo, 大埔 Tai Po, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.441057100000002,114.1611912121086
1246,1246,"Tai Po Centre Phase 4 2 Rooms 1 Living Room
Flat C Higher Floor Block 06",Tai Po,"$5.7
M",Tai Po Centre Hong Kong,"大埔中心 Tai Po Centre, 大埔太和路 Tai Po Tai Wo Road, 大埔市中心 Tai Po Town Centre, 大埔中 Tai Po Central, 大埔 Tai Po, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.451617,114.17012795048126
1247,1247,"Gramercy 1 Room 1 Living Room
Flat D Lower Floor",Mid-Levels West,"$12
M",Gramercy Hong Kong,"瑧環 Gramercy, 半山 Mid-Levels, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.280596250000002,114.15258377194118
1248,1248,"Baycrest 3 Rooms
Flat B Lower Floor Block 3",Ma On Shan,"$13.8
M",Baycrest Hong Kong,"觀瀾雅軒 Baycrest, 馬鞍山市中心 Ma On Shan Town Centre, 馬鞍山 Ma On Shan, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.418000399999997,114.2236901942499
1249,1249,"Constellation Cove 3 Rooms
Flat A Lower Floor Block 15",Tai Po,"$13
M",Constellation Cove Hong Kong,"滌濤山 Constellation Cove, 大埔滘新圍 Tai Po Kau San Wai, 大埔 Tai Po, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.4339023,114.1868064850542
1250,1250,"The Visionary 1 Room 1 Living Room
Flat D Lower Floor Tower 10",Tung Chung,"$9
M",The Tower Hong Kong,"中銀大廈 Bank of China Tower, 1, 花園道 Garden Road, 政府山 Government Hill, 中環 Central, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27924025,114.16158323704731
1251,1251,"Royal Ascot Phase 1 3 Rooms
Flat B Lower Floor Block 06",Kau To Shan / Fotan,"$13
M",Royal Ascot Hong Kong,"駿景園 Royal Ascot, 拔子窩 Pat Tsz Wo, 落路下村 Lok Lo Ha Village, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.4007684,114.2023210647866
1252,1252,"Whampoa Estate 2 Rooms
Flat 1 Higher Floor Yuen Kwai Building",Hung Hom,"$5.9
M",Whampoa Estate Yuen Kwai Building Hong Kong,,0.0,0.0
1253,1253,"Wai Wah Centre 1 Room
Flat H Lower Floor Block 3",Shatin,"$5.4
M",Wai Wah Centre Hong Kong,"偉華中心 Wai Wah Centre, 11-17, 沙田正街 Sha Tin Centre Street, 沙田市中心 Sha Tin Town Centre, 田寮 Tin Liu, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38102065,114.18717453238486
1254,1254,"Fung King Court 2 Rooms
Flat B Higher Floor",Hong Kong West,"$6.88
M",Fung King Hong Kong,"東華三院馮堯敬醫院 TWGHs Fung Yiu King Hospital, 9, 大口環道 Sandy Bay Road, 開叉灣 Sandy Bay, 薄扶林 Pok Fu Lam, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2713452,114.1248246965412
1255,1255,"Banyan Garden Phase II 2 Rooms 2 Living Rooms
Flat H Middle Floor Block 7",Lai Chi Kok,"$8.18
M",Banyan Garden II Hong Kong,"泓景臺 Banyan Garden, 長沙灣 Cheung Sha Wan, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3344926,114.1476188014196
1256,1256,"Mayfair By The Sea I 3 Rooms 2 Living Rooms
Flat C Lower Floor Block 20",Tai Po,"$13.3
M",Mayfair By The Sea Hong Kong,"逸瓏灣 Mayfair By The Sea, 白石角 Pak Shek Kok, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.43118515,114.20563996312843
1257,1257,"Golden Lion Garden Stage 1 1 Room 1 Living Room
Flat 4 Middle Floor Golden Harvest Court",Shatin,"$3.98
M",Golden Lion Garden Stage Golden Harvest Hong Kong,,0.0,0.0
1258,1258,"Century Link Phase 1 2 Rooms 2 Living Rooms
Flat 7 Lower Floor Block 3B",Tung Chung,"$7.25
M",Century Link Hong Kong,"東環 Century Link, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2958855,113.94994868564052
1259,1259,"The Beaumount Phase 2 3 Rooms 1 Living Room
Flat H Higher Floor Block 3",Lohas Park,"$10.5
M",The Beaumount Hong Kong,"峻瀅 The Beaumount, 小赤沙 Siu Chik Sha, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.29747925,114.27492614960937
1260,1260,"Tsuen Wan Centre 1 Room
Flat H Higher Floor Soochow House(Block 4)",Tsuen Wan,"$3.85
M",Tsuen Wan Centre Soochow Hong Kong,,0.0,0.0
1261,1261,"Metro Town Phase 2 (Le Point) 3 Rooms 2 Living Rooms
Flat A Higher Floor Block 7",Tiu Keng Leng,"$10.2
M",Metro Town (Le Point) Hong Kong,,0.0,0.0
1262,1262,"City One Shatin Phase 4 2 Rooms 1 Living Room
Flat B Higher Floor Block 40",Shatin,"$5.7
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
1263,1263,"Garden Rivera 2 Rooms 1 Living Room
Flat 6 Higher Floor Block E",Shatin,"$5.3
M",Garden Rivera Hong Kong,"河畔花園 Garden Rivera, 沙田圍 Sha Tin Wai, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.3813236,114.19542858587903
1264,1264,"Park Island Phase 5 3 Rooms 2 Living Rooms
Higher Floor Block 27",Ma Wan,"$15
M",Park Island Hong Kong,"珀麗灣 Park Island, 馬灣 Ma Wan, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 中国",22.352302700000003,114.06116519894678
1265,1265,"Grampian Crest 3 Rooms 2 Living Rooms
Flat B Higher Floor",Kowloon Tong / Beacon Hill,"$17.4
M",Grampian Crest Hong Kong,"嘉苑 Grampian Crest, 九龍城 Kowloon City, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3300996,114.18621745
1266,1266,"Fleur Pavilia 2 Rooms 2 Living Rooms
Flat A Lower Floor Tower 3",North Point / Fortress Hill,"$18.8
M",Fleur Pavilia Tower Hong Kong,"第一座 Tower 1, 繼園街 Kai Yuen Street, 丹拿山 Tanner Hill, 北角 North Point, 東區 Eastern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2901268,114.20345402007067
1267,1267,"Ocean Shores Phase 1 2 Rooms 2 Living Rooms
Flat B Middle Floor Block 05",Tiu Keng Leng,"$9.9
M",Ocean Shores Hong Kong,"維景灣畔 Ocean Shores, 調景嶺 Tiu Keng Leng, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.30219785,114.25345773626441
1268,1268,"Kam Ying Court 2 Rooms
Flat 1 Higher Floor Kam Yee House (Block K)",Ma On Shan,"$4.9
M",Kam Ying Kam Yee House K) Hong Kong,,0.0,0.0
1269,1269,"Yee Fung Building 3 Rooms
Flat 2 Higher Floor",Yuen Long,"$5.7
M",Yee Fung Building Hong Kong,"宜豐大廈 Yee Fung Building, 207-209, 花園街 Fa Yuen Street, 旺角 Mong Kok, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.32474255,114.16984740437665
1270,1270,"Fleur Pavilia 2 Rooms 2 Living Rooms
Flat C Middle Floor Tower 2",North Point / Fortress Hill,"$20
M",Fleur Pavilia Tower Hong Kong,"第一座 Tower 1, 繼園街 Kai Yuen Street, 丹拿山 Tanner Hill, 北角 North Point, 東區 Eastern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2901268,114.20345402007067
1271,1271,"Marinella 3 Rooms 2 Living Rooms
Flat B Middle Floor Block 8",Aberdeen / Wong Chuk Hang,"$43
M",Marinella Hong Kong,"深灣9號 Marinella, 黃竹坑 Wong Chuk Hang, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2458867,114.16396956299909
1272,1272,"Residence Oasis 2 Rooms 2 Living Rooms
Flat G Higher Floor Block 5",Hang Hau,"$9.1
M",Residence Oasis Hong Kong,"蔚藍灣畔 Residence Oasis, 名成街 Ming Shing Street, 坑口 Hang Hau, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.31559835,114.2647140685099
1273,1273,"Lok Yuen 3 Rooms 2 Living Rooms
Flat C Higher Floor",Kowloon Tong / Beacon Hill,"$14.1
M",Lok Yuen Hong Kong,"樂苑 Lok Yuen, 馬頭圍 Ma Tau Wai, 九龍城區 Kowloon City District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.328323249999997,114.18433835
1274,1274,"Po Tak Mansion 2 Rooms 2 Living Rooms
Flat A Middle Floor",Happy Valley / Mid-Levels East,"$11
M",Po Tak Mansion Hong Kong,"寶德大廈 Po Tak Mansion, 堅尼地城 Kennedy Town, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.279526699999998,114.1292240025235
1275,1275,"Lido Garden 3 Rooms 2 Living Rooms
Flat G Higher Floor Block 5",Sham Tseng / Tsing Lung Tau,"$10.8
M",Lido Garden Hong Kong,"麗都花園 Lido Garden, 深井 Sham Tseng, 深井村 Sham Tseng Village, 荃灣區 Tsuen Wan District, 新界 New Territories, 香港 Hong Kong, 中国",22.366513400000002,114.05944088869637
1276,1276,"Corinthia By The Sea 4 Rooms 2 Living Rooms
Flat D Lower Floor Block 1",Po Lam / Tseung Kwan O Station,"$25
M",Corinthia By The Sea Hong Kong,"帝景灣 Corinthia by the Sea, 將軍澳市中心 Tseung Kwan O Town Centre, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.3036532,114.25942014334319
1277,1277,"Aegean Coast 2 Rooms 2 Living Rooms
Flat H Lower Floor Tower 1",Tuen Mun,"$6.38
M",Aegean Coast Tower Hong Kong,,0.0,0.0
1278,1278,"Yu Tung Court 1 Room 1 Living Room
Flat 15 Lower Floor Block C (Hei Tung House)",Tung Chung,"$3.25
M",Yu Tung (Hei Tung House) Hong Kong,"香港奧運徑 Hong Kong Olympic Trail, 窩田 Wo Tin, 梅窩 Mui Wo, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2737568,113.9905532
1279,1279,"J Residence 2 Rooms 2 Living Rooms
Flat 10 Higher Floor",Wan Chai / Causeway Bay,"$14.4
M",Residence Hong Kong,"蔚藍灣畔 Residence Oasis, 名成街 Ming Shing Street, 坑口 Hang Hau, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.31559835,114.2647140685099
1280,1280,"The Papillons 2 Living Rooms
Flat E Lower Floor Tower 6",Po Lam / Tseung Kwan O Station,"$6.6
M",The Papillons Tower Hong Kong,,0.0,0.0
1281,1281,"Sceneway Garden 3 Rooms 2 Living Rooms
Flat H Middle Floor Block 04",Lam Tin / Yau Tong,"$9.58
M",Sceneway Garden Hong Kong,"匯景花園 Sceneway Garden, 藍田 Lam Tin, 觀塘區 Kwun Tong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.306687349999997,114.23359675513545
1282,1282,"Sunshine City Phase 2 3 Rooms
Flat 1 Lower Floor Block D",Ma On Shan,"$7.7
M",Sunshine City Hong Kong,"新港城 Sunshine City, 馬鞍山市中心 Ma On Shan Town Centre, 馬鞍山 Ma On Shan, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.42414435,114.23184666573594
1283,1283,"South Horizons Phase 2 3 Rooms 2 Living Rooms
Flat H Middle Floor Block 07",Ap Lei Chau,"$13.3
M",South Horizons Hong Kong,"海怡半島第4期 South Horizons Phase 4, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.24389665,114.1497922903942
1284,1284,"Caribbean Coast Phase 1 2 Rooms 2 Living Rooms
Flat E Higher Floor Block 1",Tung Chung,"$7.63
M",Caribbean Coast Hong Kong,"映灣園 Caribbean Coast, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.29235815,113.94900262786945
1285,1285,"Century Link Phase 2
Flat 07 Higher Floor Block 1B",Tung Chung,"$7.35
M",Century Link Hong Kong,"東環 Century Link, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2958855,113.94994868564052
1286,1286,"Nga Yuen Building 3 Rooms 2 Living Rooms
Flat 5A Lower Floor",Kowloon Tong / Beacon Hill,"$12.5
M",Nga Yuen Building Hong Kong,"大鴻輝(元朗)商廈 THF (Yuen Long) Commercial Building, 元朗市中心 Yuen Long Town Centre, 元朗 Yuen Long, 元朗區 Yuen Long District, 新界 New Territories, 香港 Hong Kong, 中国",22.4452468,114.03041551748001
1287,1287,"Lohas Park Wings At Sea
Flat A Middle Floor Tower 1 (1A)",Lohas Park,"$16.5
M",Lohas Park Wings At Sea Tower Hong Kong,,0.0,0.0
1288,1288,"Blossom Garden 2 Rooms
Flat G Lower Floor Block 1",Tuen Mun,"$4.66
M",Blossom Garden Hong Kong,"寶信園 Blossom Garden, 石硤尾 Shek Kip Mei, 深水埗區 Sham Shui Po District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3310463,114.17504685171049
1289,1289,"On Ning Building
Flat H Lower Floor",Kwun Tong,"$3.38
M",On Ning Building Hong Kong,"安寧大廈 On Ning Building, 北角 North Point, 東區 Eastern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.29143775,114.20037481980813
1290,1290,"Island Harbourview 3 Rooms 2 Living Rooms
Flat E Lower Floor Block 06",Olympic,"$13.3
M",Island Harbourview Hong Kong,"維港灣 Island Harbourview, 大角咀 Tai Kok Tsui, 油尖旺區 Yau Tsim Mong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.31903845,114.1574054044579
1291,1291,"Avon Park
Flat D Middle Floor Block 1",Sheung Shui / Fanling,"$5.68
M",Avon Park Hong Kong,"碧湖花園 Avon Park, 黃崗山 Wong Kong Shan, 粉嶺 Fanling, 北區 North District, 新界 New Territories, 香港 Hong Kong, 中国",22.48767145,114.14291045771839
1292,1292,"Coastal Skyline Phase 1 3 Rooms 1 Living Room
Flat D Middle Floor Block 5",Tung Chung,"$10.1
M",Coastal Skyline Hong Kong,"藍天海岸 Coastal Skyline, 東涌北 Tung Chung North, 東涌 Tung Chung, 離島區 Islands District, 新界 New Territories, 香港 Hong Kong, 中国",22.2919209,113.94573064596155
1293,1293,"South Horizons Phase 4 (The Oasis) 2 Rooms 2 Living Rooms
Flat C Higher Floor Block 31",Ap Lei Chau,"$9.28
M",South Horizons (The Oasis) Hong Kong,"海怡半島第4期御庭園 South Horizons Phase 4 - The Oasis, 鴨脷洲 Ap Lei Chau, 南區 Southern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.2430384,114.14981428210294
1294,1294,"Parkland Villas Phase 1 2 Rooms
Flat D Higher Floor Block 3",Tuen Mun,"$5.72
M",Parkland Villas Hong Kong,"疊茵庭 Parkland Villas, 頌皇台 Chung Wong Toi, 屯門 Tuen Mun, 屯門區 Tuen Mun District, 新界 New Territories, 香港 Hong Kong, 中国",22.4102109,113.98162813013275
1295,1295,"Ocean Shores Phase 1 2 Rooms 1 Living Room
Flat E Higher Floor Block 02",Tiu Keng Leng,"$10
M",Ocean Shores Hong Kong,"維景灣畔 Ocean Shores, 調景嶺 Tiu Keng Leng, 將軍澳 Tseung Kwan O, 西貢區 Sai Kung District, 新界 New Territories, 香港 Hong Kong, 中国",22.30219785,114.25345773626441
1296,1296,"Marina Garden 3 Rooms 2 Living Rooms
Flat F Higher Floor Block 1",Tuen Mun,"$9.8
M",Garden Hong Kong,"美利尼依格羅酒店 The Murray, Hong Kong, A Niccolo Hotel, 22, 花園道 Garden Road, 政府山 Government Hill, 中環 Central, 中西區 Central and Western District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",22.27802415,114.16015363533677
1297,1297,"Whampoa Garden Site 1 3 Rooms
Flat F Lower Floor Block 03",Hung Hom,"$11
M",Whampoa Garden Site Hong Kong,,0.0,0.0
1298,1298,"Tai Po Centre Phase 4 2 Rooms
Flat H Middle Floor Block 07",Tai Po,"$6.8
M",Tai Po Centre Hong Kong,"大埔中心 Tai Po Centre, 大埔太和路 Tai Po Tai Wo Road, 大埔市中心 Tai Po Town Centre, 大埔中 Tai Po Central, 大埔 Tai Po, 大埔區 Tai Po District, 新界 New Territories, 香港 Hong Kong, 中国",22.451617,114.17012795048126
1299,1299,"Telford Gardens 2 Rooms 2 Living Rooms
Flat 13 Higher Floor Block K",Kowloon Bay,"$7.98
M",Telford Gardens Hong Kong,"德福花園 Telford Gardens, 偉業街 Wai Yip Street, 九龍灣商貿區 Kowloon Bay Business Area, 九龍灣 Kowloon Bay, 觀塘區 Kwun Tong District, 九龍 Kowloon, 香港 Hong Kong, 中国",22.3223042,114.2131009
1300,1300,"Laichikok Bay Garden 3 Rooms 1 Living Room
Flat 3 Higher Floor Block C",Mei Foo,"$7.28
M",Laichikok Bay Garden Hong Kong,,0.0,0.0
1301,1301,"Shatin New Town (Lucky Plaza) 1 Room 1 Living Room
Flat F Higher Floor Block B2 ( Yae Lam Court )",Shatin,"$5.95
M",Shatin New Town (Lucky Plaza) Yae Lam Hong Kong,,0.0,0.0
1302,1302,"City One Shatin Phase 1 2 Rooms 1 Living Room
Flat D Lower Floor Block 08",Shatin,"$5.75
M",City One Shatin Hong Kong,"沙田第一城 City One Shatin, 圓洲角 Yuen Chau Kok, 沙田 Sha Tin, 沙田區 Sha Tin District, 新界 New Territories, 香港 Hong Kong, 中国",22.38714225,114.20232287269579
